water_quality,air_quality_index,biodiversity_index,vegetation_cover,soil_ph,ecosystem_health
77.39560485559633,216.2185160001385,0.7407727546291889,34.71254736857703,5.102808655353287,at risk
43.88784397520523,213.3713284424011,0.9958064656720844,42.10163710448123,4.164600681292961,at risk
85.85979199113825,60.80850932499726,0.040977308757758735,98.46993829516349,4.090550867036376,at risk
69.73680290593639,10.996618550471137,0.24491943466143384,8.419409026345292,3.551389205205398,degraded
9.417734788764953,91.13985654212078,0.5977407483835645,11.165112708258496,8.880959930512569,degraded
97.5622351636756,47.14089145768524,0.4151944533252637,43.537034131407445,7.102944962015956,healthy
76.1139701990353,118.73654376470822,0.6375562065466429,16.9243654684748,5.266804155631943,degraded
78.60643052769538,293.80383574578127,0.5864043331387857,68.48301606412987,6.6849322841602685,at risk
12.811363267554587,54.32141127156629,0.7879894678995094,36.06775323157025,6.90490672462268,degraded
45.038593789556714,95.66218302689067,0.07090292014074595,84.62074645612849,4.5061092778605065,degraded
37.07980242325812,217.5342948958717,0.4406160699284484,74.86105492831541,5.088774998544565,degraded
92.67649888486018,152.7548348585765,0.8600537896898004,47.08067945986484,6.5100276467458045,at risk
64.38651200806646,13.178443072015478,0.3627619053469616,84.49793915603385,8.118869746742662,healthy
82.276161327083,48.5070054483965,0.5037888052702454,10.081884498155603,4.212737658501782,at risk
44.34141988273311,280.57486643195875,0.021578626293633274,58.10990045952281,8.220846598798975,degraded
22.723872178477688,30.949497821708537,0.22417389508429852,60.51329668098131,6.849423597921423,degraded
55.45847870158348,190.5278361629117,0.46365512158234656,24.60211138297973,6.193126393028491,degraded
6.381725610417533,237.69769465227344,0.39896812626434364,4.962132649027873,4.291672199367132,degraded
82.7631171992582,79.63171881747716,0.714654876910143,53.5198962463447,6.5244712134036735,at risk
63.166439912206485,217.52340094160704,0.6118799815915444,51.36770495598508,5.4449738426965055,healthy
75.80877400853738,50.96855370905408,0.8802825221644986,65.36117593504926,4.539319411282078,at risk
35.45259681298683,85.4250824501371,0.8547707016974011,21.29287409270345,8.339853954654899,at risk
97.06980243949033,93.54660926526223,0.24121984076630953,17.964336175640184,6.033149579195133,at risk
